No,CPA Pretty Well ID,Reference (KB) Elev. (ft),Ground Elevation (ft),MD (All Wells) (ft),TVD (ft),Bot-Hole direction (N/S)/(E/W),Bot-Hole Easting (NAD83),Bot-Hole Northing (NAD83),On Prod YYYY/MM/DD,First Prod YYYY/MM,Last Prod. YYYY/MM,Stimulation Fluid,Total Proppant Placed (tonne),Avg Proppant Placed per Stage (tonne),Total Fluid Pumped (m3),Avg Fluid Pumped per Stage (m3),Stages Actual,Completed Length (m),Avg Frac Spacing (m),Load Fluid Rec (m3),Load Fluid (m3),Avg Fluid Pumped / Meter (m3),Avg Proppant Placed / Meter (tonne),Proppant Composition,Proppant Name 1,Proppant Size 1,Avg Proppant 1 Placed (tonne),Total Proppant 1 Placed (tonne),Total Ceramic Proppant Placed (tonne),Total Sand Proppant Placed (tonne),First 6 mo. Avg. GAS (Mcf),GAS_MONTH_1,GAS_MONTH_2,GAS_MONTH_3,GAS_MONTH_4,GAS_MONTH_5,GAS_MONTH_6,GAS_MONTH_7,GAS_MONTH_8,GAS_MONTH_9,GAS_MONTH_10,GAS_MONTH_11,GAS_MONTH_12,GAS_MONTH_13,GAS_MONTH_14,GAS_MONTH_15,GAS_MONTH_16,GAS_MONTH_17,GAS_MONTH_18,GAS_MONTH_19,GAS_MONTH_20,GAS_MONTH_21,GAS_MONTH_22,GAS_MONTH_23,GAS_MONTH_24,GAS_MONTH_25,GAS_MONTH_26,GAS_MONTH_27,GAS_MONTH_28,GAS_MONTH_29,GAS_MONTH_30,GAS_MONTH_31,GAS_MONTH_32,GAS_MONTH_33,GAS_MONTH_34,GAS_MONTH_35,GAS_MONTH_36,Last 6 mo. Avg. GAS (Mcf),CND_MONTH_1,CND_MONTH_2,CND_MONTH_3,CND_MONTH_4,CND_MONTH_5,CND_MONTH_6,CND_MONTH_7,CND_MONTH_8,CND_MONTH_9,CND_MONTH_10,CND_MONTH_11,CND_MONTH_12,CND_MONTH_13,CND_MONTH_14,CND_MONTH_15,CND_MONTH_16,CND_MONTH_17,CND_MONTH_18,CND_MONTH_19,CND_MONTH_20,CND_MONTH_21,CND_MONTH_22,CND_MONTH_23,CND_MONTH_24,CND_MONTH_25,CND_MONTH_26,CND_MONTH_27,CND_MONTH_28,CND_MONTH_29,CND_MONTH_30,CND_MONTH_31,CND_MONTH_32,CND_MONTH_33,CND_MONTH_34,CND_MONTH_35,CND_MONTH_36,HRS_MONTH_1,HRS_MONTH_2,HRS_MONTH_3,HRS_MONTH_4,HRS_MONTH_5,HRS_MONTH_6,HRS_MONTH_7,HRS_MONTH_8,HRS_MONTH_9,HRS_MONTH_10,HRS_MONTH_11,HRS_MONTH_12,HRS_MONTH_13,HRS_MONTH_14,HRS_MONTH_15,HRS_MONTH_16,HRS_MONTH_17,HRS_MONTH_18,HRS_MONTH_19,HRS_MONTH_20,HRS_MONTH_21,HRS_MONTH_22,HRS_MONTH_23,HRS_MONTH_24,HRS_MONTH_25,HRS_MONTH_26,HRS_MONTH_27,HRS_MONTH_28,HRS_MONTH_29,HRS_MONTH_30,HRS_MONTH_31,HRS_MONTH_32,HRS_MONTH_33,HRS_MONTH_34,HRS_MONTH_35,HRS_MONTH_36
424,162,3212,3180,20374,10369,1.424521858,0.501686472,0.341488216,2016/07/01,2016/06/01,2021/07/31,Slickwater: CWS-600,4319,159.96,33684.89,1247.59,27,2874.39,104.76,10,33684.9,11.72,1.5,Sand,Imported,40/70,159.96,4319,0,4319,44901.75,87723,94713,103587,80487,63441,56001,45498,32136,26151,30441,36723,31209,35637,34329,31206,25431,27267,25887,23853,18048,12504,16278,19386,22701,19500,21360,18747,21267,13725,14325,12609,7269,11469,12459,12078,12570,11409,25401,38883,27711,17988,17079,12984,8376,7353,6930,6099,6435,5049,5814,5661,5202,4908,4137,4971,4092,3606,2484,2886,3051,2436,1935,2367,2310,2631,1908,1995,1977,1473,1380,1275,1302,1296,128,337,660,716,504,720,744,744,641,742,719,737,716,744,743,709,711,720,739,741,670,738,714,741,717,742,729,467,744,720,725,744,672,720,720,744
426,163,3178,3157,19275,10293,1.37269026,0.505067623,0.343858323,2016/10/01,2016/08/01,2021/07/31,Slickwater: CWS-600,6330.3,158.26,48134,1203.35,40,2568.09,65.05,52.16,47834.6,18.74,2.46,Sand,Sand,40/70,158.26,6330.3,0,6330.3,89681,46497,138177,145353,143577,113892,121704,95757,95670,115944,79020,70281,58017,61368,62484,60297,57528,52872,51057,48432,44889,41778,40401,40110,42834,40089,27522,36111,35796,36558,36852,34890,35415,34245,33099,32724,31842,33702.5,855,43125,36018,24714,14535,16833,12627,10179,9912,6963,6438,5667,5781,5547,6108,6090,5826,6363,4656,3909,3978,3978,3105,4131,6150,5952,3948,4272,4335,3645,3267,3294,2514,2313,2259,2268,87,687,411,712,743,644,620,620,715,719,707,738,743,719,714,720,742,743,670,741,717,744,720,741,728,707,738,712,741,744,665,741,718,741,717,740
428,164,3178,3157,19298,10411,1.383247863,0.501620819,0.340059347,2016/10/01,2016/08/01,2021/07/31,Slickwater: CWS-600,4117.3,171.55,27550.06,1147.92,24,2461.4,89.44,0,28573.9,11.19,1.67,Sand,Sand,40/70,171.55,4117.3,0,4117.3,117720.25,23937,181941,192222,192312,161265,181449,138183,125577,142740,98658,76323,67089,71388,68124,65322,62901,59274,50442,48969,47160,50133,47559,45096,45969,44646,40902,36606,33285,31230,27906,34668,33840,32043,32145,30456,29277,32071.5,1032,37224,27501,20175,12072,12636,9246,7095,7602,4893,4617,4434,4617,4365,4641,5109,4365,7395,5562,2793,2781,2565,2808,3189,3147,3120,2415,2109,2073,1458,1857,1716,1587,1440,1782,1506,87,687,414,586,743,664,636,740,715,736,689,736,741,719,742,719,743,740,668,739,717,743,720,741,744,718,743,720,742,734,662,739,717,739,713,742
430,165,2945,2924,17654,10188,0.084779573,0.593535601,0.296323877,2014/05/01,2014/05/01,2021/07/31,Water: SLB-WaterFrac (WF),3156.64,166.14,3618.4,190.44,19,2205.13,113.48,1164.91,3726.54,1.64,1.43,Sand,Sand,0,166.14,3156.64,0,3156.64,201978.6667,244689,225957,258303,321540,255843,266685,250077,256743,228924,212568,192075,165699,225396,193608,204987,213948,190242,190599,186747,154992,147252,146754,168975,173088,163908,135867,115974,318,28953,37734,34350,40242,43203,44658,48075,43050,42263,13938,0,0,24,0,0,0,0,14718,12390,12861,27363,30807,18252,14124,14061,14049,14256,12687,10155,9231,8565,7512,5721,4875,4359,3186,492,4896,4032,3024,2652,2442,2340,2331,2529,621,720,744,382,517,667,589,700,689,663,641,341,700,665,657,612,600,612,662,730,672,399,643,647,728,711,556,24,617,521,706,733,738,657,739,695
438,169,2988,2964,20138,9913,0.749526814,0.753065194,0.363677257,2015/04/30,2015/04/01,2021/07/31,Water: SLB-WaterFrac (WF),4465.13,159.47,7661.8,273.64,28,2859.3,104.43,337.06,7626.3,2.68,1.56,Sand,Sand,40/70,159.47,4465.13,0,4465.13,85499.41667,0,82635,0,39594,126261,108648,134601,136941,128883,141666,152700,140841,166869,169242,142851,138105,123813,131571,69999,89949,101907,105330,102438,101481,100707,98532,98826,99102,100338,91587,84429,81387,74571,76101,73314,72411,77035.5,6342,28440,0,7752,25275,19275,15471,14019,11493,10239,10905,8637,9711,8922,7740,7026,6594,5133,13551,8565,7245,5430,5178,4650,4239,3966,3879,3594,3357,3234,3027,3204,3435,2610,2493,2100,1,120,0,519,501,646,640,660,743,687,688,711,690,720,716,742,721,298,117,687,732,740,630,732,717,687,717,744,743,705,697,709,742,740,671,738
440,170,2988,2965,19902,9740,0.693815988,0.766581591,0.370938782,2015/04/30,2015/04/30,2021/07/31,Water: SLB-WaterFrac (WF),4482.18,160.08,6575,234.82,28,2853.39,105.63,701.68,6576.3,2.3,1.57,Sand,Sand,40/70,160.08,4482.18,0,4482.18,98591.75,85653,0,60993,149565,98157,133455,150153,149994,126936,123030,140652,146292,146481,136092,136416,120327,116772,107535,104391,93576,97122,92346,86664,85992,82191,80364,78207,53511,53922,60198,56268,49368,52518,55434,54414,51837,53306.5,14598,0,8832,22620,15516,12687,11103,9393,8121,8094,8358,7596,7068,6387,5661,5277,3939,4902,4680,4371,3870,3720,3594,3375,3246,3081,2991,3684,3009,3090,3012,3462,3225,3726,3924,3441,118,0,586,455,589,631,689,743,738,675,716,708,720,716,741,721,720,376,704,733,742,638,738,718,686,716,480,660,704,701,709,742,738,671,735,714
442,171,2988,2965,19970,9717,0.912695875,0.772785839,0.382509592,2015/05/01,2015/05/01,2021/07/31,Water: SLB-WaterFrac (WF),4475.75,159.85,6558.3,234.23,28,2843.1,103.62,472.41,6558.3,2.31,1.57,Sand,Sand,40/70,159.85,4475.75,0,4475.75,86573.91667,0,0,0,0,110553,134883,153369,154149,146610,148050,140481,145701,148131,133488,132054,119847,113034,104589,102675,94383,97299,94074,90060,65043,65490,74946,70386,0,25434,24429,21006,21012,22512,22368,23862,20313,21845.5,9972,0,0,0,14100,14142,12750,12381,10413,10530,9930,9204,8745,8286,7884,7416,5523,6906,6105,6003,5673,5859,5643,3627,3726,4383,4062,2859,3855,3501,3096,3120,3000,2859,2307,2193,176,0,0,0,338,621,670,736,732,688,702,706,721,720,743,723,720,442,706,726,741,635,725,491,699,718,431,538,701,716,680,730,740,670,744,720
448,172,2990,2965,16161,9978,0.809890656,0.717243049,0.388266647,2013/09/27,2013/09/27,2021/07/31,Water: SLB-WaterFrac (WF),2710.1,117.83,4114.8,178.9,23,1721.92,76.84,818.51,4144.5,2.39,1.57,Ceramic/Sand,HydroProp,40/80,15.18,349.1,349.1,2361,211047.1667,90438,216642,0,332223,328116,289905,350100,323244,321171,285564,250746,200736,213138,154695,135876,122214,97224,123384,152727,0,0,50853,0,119466,109602,112908,126558,131034,120465,105552,128376,127050,115578,131367,116685,99231,119714.5,372,39,0,0,0,0,0,0,0,0,0,0,0,0,0,9888,9939,13800,15537,0,0,906,0,14571,22902,9744,8547,9984,8877,7209,6948,6300,5871,5256,4620,3180,624,521,0,453,565,664,659,691,598,631,649,681,670,705,688,672,654,730,411,0,0,1,0,136,114,696,730,730,675,699,714,714,707,735,719,531
452,175,3114,3095,18632,10042,0.098141264,0.751243312,0.412020639,2017/09/03,2017/08/01,2021/07/31,Slickwater: TWS-EcoClean-GSW,6400.73,160.02,43708.34,1092.71,40,2373.57,60.47,1053.92,44831.9,18.41,2.7,Sand,Sand,40/70,160.02,6400.73,0,6400.73,137499.4167,121824,177261,202209,202662,179949,158955,140115,107295,113355,125400,105369,110928,101952,118695,112617,109884,107304,104085,96234,88965,73620,70170,69450,67578,67821,66438,63489,63132,61026,64476,52071,48348,44178,50634,49560,48492,48880.5,44328,49686,44766,33372,23913,24315,20310,16275,17286,12222,9918,10155,10227,10857,9561,8838,8115,6717,6390,5598,5379,5367,5319,5247,5151,4911,4863,4803,4518,4155,4668,4488,4254,5265,4803,4824,206,720,721,709,743,729,672,722,703,734,720,694,727,652,744,720,743,654,668,700,718,744,674,744,737,720,744,719,743,744,696,744,720,740,720,744
454,176,3114,3095,18445,9893,0.265830346,0.755449233,0.415551229,2017/09/05,2017/08/01,2021/07/31,Slickwater: TWS-EcoClean-GSW,7836.13,156.72,57961.7,1159.23,50,2463.24,49.48,1198.86,59496.55,23.53,3.18,Sand,Sand,40/70,156.72,7836.13,0,7836.13,92970.83333,69606,132066,123069,138570,133077,118035,106962,77352,73071,80748,70860,63864,71046,74142,72018,72294,73083,69372,64002,61689,59508,54516,52692,48132,41235,34956,46392,45789,43959,46605,38613,36897,37002,35547,33117,32802,35663,31149,32742,25974,20067,15147,13308,11490,9321,10986,9120,8415,8337,9606,9537,7398,6531,7962,5622,4557,4422,4239,3867,3465,3069,2691,2715,3516,3330,2736,3219,3282,3306,3396,3243,2841,2829,120,720,714,708,742,730,672,733,705,665,720,691,743,720,744,720,744,744,672,743,719,744,673,744,737,717,743,718,742,444,694,741,719,742,719,737
456,177,3114,3095,18517,10036,0.364522417,0.760258346,0.418949517,2017/09/05,2017/08/01,2021/07/31,Slickwater: TWS-EcoClean-GSW,6080.14,152,45169.78,1129.24,40,2365.2,63.9,1708.21,45169.71,19.1,2.57,Sand,Sand,40/70,152,6080.14,0,6080.14,55734.75,111234,144855,146781,141681,112470,92418,59112,126,129,28875,5457,3684,10020,53658,68994,61770,19728,381,0,21906,41682,42144,31368,11631,29874,30624,38085,42888,44535,4599,0,4698,20118,23211,25575,26676,16713,38970,42858,36066,24984,17436,17592,11220,630,639,5970,597,732,2208,8055,7233,5784,2064,435,291,4524,4554,3852,2904,1755,3291,2772,3402,3324,3102,1224,1863,2352,3204,3267,3162,3186,206,720,653,558,706,479,476,646,596,727,717,695,728,502,744,720,691,582,311,743,719,744,674,744,737,720,744,719,743,188,696,675,720,736,719,733
458,178,3114,3095,18396,9891,0.413593038,0.764841775,0.421758113,2017/09/03,2017/08/01,2021/07/31,Slickwater: TWS-EcoClean-GSW,8000.01,160,58200.16,1164,50,2477.22,49.87,1220.74,59496.55,23.49,3.23,Sand,Sand,40/70,160,8000.01,0,8000.01,122509.25,70170,169191,181701,182397,175419,163206,144870,154680,108702,87834,78744,86190,84561,86841,82776,81444,82773,83517,79188,76215,71727,68049,65376,64581,62052,59259,56655,55452,53922,6174,22335,22770,21330,20589,21549,21378,21658.5,38628,49536,49620,42897,32112,26940,22926,17745,19848,15822,14124,14034,14208,13812,12576,12219,11748,10875,10011,8958,8667,9093,7899,7413,7170,6726,6558,6510,6171,5562,8358,5886,4959,4662,4533,4458,144,689,720,703,743,728,672,537,707,621,660,694,729,720,744,720,744,688,672,743,719,744,673,744,744,720,744,718,743,187,677,737,720,743,720,736
460,179,2990,2965,16109,9857,0.233788396,0.749105472,0.413702773,2013/09/27,2013/09/01,2021/07/31,Water: SLB-WaterFrac (WF),2495,124.75,3548.6,177.43,20,1583.92,81.37,948.06,3547.5,2.24,1.58,Ceramic/Sand,HydroProp,40/80,15.15,303,303,2192,63135.58333,0,6,214704,222336,235059,177987,55059,72738,87093,115095,158067,142977,118845,116604,81807,82863,75450,65820,76578,70491,165,0,90159,158361,140922,116913,88989,100710,83727,82887,68433,65697,64821,57246,57726,54243,61361,2133,1194,0,696,3573,0,0,0,0,0,0,264,0,0,0,0,6984,8376,10677,9513,0,0,12333,16992,12351,17925,10803,9903,8376,8646,7398,6870,6228,5361,5244,4794,200,480,102,694,215,2,159,28,470,603,651,660,687,679,684,723,665,649,728,401,307,0,622,542,439,356,687,728,727,508,631,665,720,693,649,582
461,180,2833,2812,18832,9584,0.560373582,0.772330368,0.429431666,2017/05/05,2017/04/01,2021/07/31,Slickwater,5679.02,167.03,33858.16,995.83,34,2596.48,64,358.5,33313.66,13.04,2.19,Sand,Sand,40/70,167.03,5679.02,0,5679.02,94760.75,28524,107865,107193,108981,118428,107802,105693,106641,95418,86667,81711,79782,78954,75582,72993,73803,69609,68415,63726,62619,63438,61494,63087,56808,54840,52758,50640,50067,50610,49113,43698,38445,43440,47478,44382,42234,43279.5,17301,40638,34068,25269,18789,15843,20886,16092,14187,15000,14334,13089,13272,11433,8736,9234,10092,10362,8748,10146,13359,8790,7728,6669,7080,7329,6213,5757,5823,5772,5097,4413,5160,5028,4941,4545,720,744,650,742,744,720,740,698,741,741,671,743,720,743,719,737,744,685,734,714,741,741,658,743,716,744,714,743,742,720,737,720,733,735,695,743
463,181,2833,2811,18537,9713,0.573507574,0.777020484,0.432244042,2017/05/01,2017/04/01,2021/07/31,Slickwater,8269.73,206.74,48694.7,1217.37,40,2509.51,63.83,0,48694.7,19.4,3.3,Sand,Sand,40/70,206.74,8269.73,0,8269.73,94979.08333,570636,136728,120003,116823,114258,102000,96327,78051,84816,75177,71949,67026,66048,56982,26007,0,0,29952,41154,40278,43089,55029,44289,49407,50295,47367,23919,14496,7869,7044,15051,56640,39051,53796,52722,47523,44130.5,258666,50919,38529,33879,22002,17277,16653,21246,21027,14289,12855,10797,11910,11259,4290,507,684,9666,10656,9135,8439,6243,4449,5580,6057,5850,2343,561,1191,573,2907,8715,4356,6102,4521,4329,120,744,556,744,744,720,744,643,740,741,670,743,720,743,648,687,744,686,735,718,741,733,658,742,711,744,713,648,635,706,604,720,728,743,695,742
465,182,2833,2811,18146,9560,0.592552907,0.781665463,0.435389064,2017/05/04,2017/04/01,2021/07/31,Slickwater & Water,6591.9,164.8,41762.14,1044.05,40,2488.89,62.91,1.5,41762.1,16.78,2.65,Sand,Sand,40/70,164.8,6591.9,0,6591.9,85299.91667,77172,122145,118833,109290,111786,106323,89886,82674,66060,59592,49377,48975,54246,53073,56229,58320,55032,46779,35799,27087,20922,8307,0,1251,14130,30000,33717,32796,28941,27201,24105,20832,27345,30603,26508,26526,25986.5,43200,29523,23472,22311,12726,10485,8529,7476,5844,6159,4983,5037,5679,4914,4824,5904,6960,5898,4896,3732,3030,1248,1404,720,3177,4191,3543,3342,2967,3156,2664,2862,2568,2817,2130,1827,576,720,655,744,744,720,743,693,741,741,670,724,720,743,720,737,743,686,735,714,740,543,41,744,662,730,714,744,742,717,737,628,741,727,695,738
471,185,2838,2811,18301,9711,0.625216745,0.785547221,0.438885634,2017/04/17,2017/03/01,2021/07/31,Slickwater,4874.88,162.5,40578.6,1352.62,30,1774.87,60.15,1594.1,41976.48,22.86,2.75,Sand,Sand,40/70,162.5,4874.88,0,4874.88,59736.5,75750,134925,118887,88785,73830,76677,65019,54342,41517,27522,14730,29832,8118,25800,33132,2019,15,1734,42,0,0,32442,42294,43650,42960,42729,39138,34929,31902,31227,32451,30351,30456,29589,29580,26640,29844.5,25020,44808,31851,20985,16956,15621,11601,9933,8028,5388,3222,5070,2007,5454,4086,450,876,342,159,156,1734,6495,4647,4098,3720,3711,3213,3402,2601,2550,2874,2658,2526,2280,2109,2076,96,696,717,603,741,740,720,744,643,730,732,667,735,696,742,637,503,744,682,403,482,722,739,645,741,697,743,712,735,737,717,741,720,744,721,688
473,186,3133,3108,17667,9843,0.477272727,0.794993106,0.436005217,2018/07/17,2018/05/01,2021/07/31,Slickwater,5030,98.63,40385.3,791.87,51,2575,43.74,1260.49,43284.9,15.68,1.95,Sand,Sand,40/70,98.63,5030,0,5030,106291.5833,93474,145983,114516,163608,151314,120534,115479,111264,94758,90504,84525,75750,71655,69915,66879,66480,64734,56547,53730,39231,23487,39351,22632,18840,16578,13635,17997,5145,33810,21930,14016,11079,17586,21432,34074,27588,20962.5,56049,76554,46335,32103,25125,22263,18666,17064,18717,15153,13938,13668,13410,13257,13074,12150,12027,12084,10596,6777,3768,6018,4974,7458,6957,6480,6168,5097,7215,5985,6750,4395,5886,4770,4584,4578,84,711,702,744,720,677,720,741,741,672,744,720,734,696,718,699,673,744,720,679,324,665,710,684,667,714,703,673,212,624,513,720,706,648,731,699
477,188,2837,2811,17995,9562,0.682148722,0.788468798,0.443289421,2017/04/10,2017/03/01,2021/07/31,Slickwater,9405.02,156.75,75575.2,1259.59,60,2469.58,41.43,1107,76031.87,30.6,3.81,Sand,Sand,40/70,156.75,9405.02,0,9405.02,90517.66667,104103,137649,98247,113364,115671,107349,96579,89697,82581,75564,67902,62520,63909,72426,62595,59112,57909,57234,52347,39642,40488,46338,43764,42756,41004,34977,23172,23847,26676,25929,33003,37575,36888,38862,39618,41631,37929.5,36699,62121,39696,33255,17631,15384,12273,11526,10002,8727,10143,9111,9009,8787,7041,6201,6723,7503,7545,6003,5814,6291,4650,4461,4122,3966,3060,3549,3456,3066,4191,3924,3594,3378,2925,2529,312,720,743,616,739,744,720,744,697,743,742,671,743,720,743,719,737,744,687,733,718,741,742,660,744,710,744,710,739,740,707,734,704,739,726,686
479,189,2838,2811,17877,9540,0.662539308,0.798924105,0.448381183,2017/04/08,2017/03/01,2021/07/31,Slickwater,2773.91,69.35,52813.24,1320.33,40,1990.98,108.31,1437.13,52842.94,26.53,1.39,Sand,Sand,40/70,69.35,2773.91,0,2773.91,72925.91667,100938,128307,117711,77745,85224,81420,73137,65043,66897,58134,51489,49914,47532,35928,34431,30804,32631,30882,29283,19923,10263,27213,24594,22899,15210,24324,22410,22758,22731,15159,23916,28935,32175,33000,35952,32103,31013.5,40194,47637,32751,24600,16482,13278,11016,9924,11028,9150,8115,7860,6291,4635,6018,6126,6036,6294,5250,3228,2757,4926,3270,2946,2409,3636,3099,3564,3471,2874,3225,3033,2997,2619,2670,2307,288,698,744,481,743,744,720,744,698,743,741,671,744,246,743,720,737,743,687,734,706,743,738,659,729,713,744,713,742,738,717,734,719,738,743,695
481,190,2833,2811,17959,9672,0.786080442,0.798907691,0.455491504,2017/05/04,2017/03/01,2021/07/31,Slickwater,9991.82,166.53,58339.4,972.32,60,2427.58,40.7,3049.51,59927.1,24.03,4.12,Sand,Sand,40/70,166.53,9991.82,0,9991.82,100452.8333,106716,108588,92991,108783,129348,125526,118854,116202,107760,103167,95493,92262,88857,74097,12483,35022,40611,41997,48402,48243,50424,50265,47592,50883,53862,48948,49713,49437,52806,55980,56898,51996,50175,50895,33387,30033,45564,46314,74901,48063,46434,35946,28620,21735,23313,20661,23160,17559,16746,15147,13002,6369,11211,11784,12633,14292,13062,13314,13023,9660,8976,8406,8607,8628,7746,8604,8313,9009,8211,7104,6780,3888,4425,168,720,650,632,743,744,720,744,665,743,742,671,743,113,640,717,735,744,704,720,718,741,737,659,744,715,744,714,741,742,720,716,720,723,635,580
483,191,3140,3108,17913,9998,0.506619938,0.799326232,0.439535807,2018/07/17,2018/05/01,2021/07/31,Slickwater,5383.53,99.7,39976.3,740.3,54,2310.8,43.53,1735.63,43344.7,17.3,2.33,Sand,Sand,40/70,99.7,5383.53,0,5383.53,77852.91667,70590,104895,102171,126939,107163,101871,100467,89454,74556,68136,62223,56379,55959,92868,48630,40422,49455,39942,57822,31452,2289,0,0,0,20823,12807,30063,34116,42675,38232,22752,17193,25278,43623,18969,30774,26431.5,50454,64644,33180,23100,16911,16434,12738,10653,11067,9444,8781,8157,8376,11403,8484,9543,7752,6186,7659,4812,1980,2151,1710,2055,4683,4257,4536,5211,7440,6900,3975,3804,4533,3696,3561,3369,84,720,657,744,253,744,720,743,741,672,744,720,707,658,742,666,626,680,667,640,150,606,722,589,728,716,719,729,213,727,706,698,703,415,730,710
494,195,3133,3108,18258,9739,40.30136986,0.802978203,0.443376363,2018/07/15,2018/05/01,2021/07/31,Slickwater,5570.36,99.47,44965.2,802.95,56,2298,40.91,2045.62,49134.19,19.57,2.42,Sand,Sand,40/70,99.47,5570.36,0,5570.36,66607.58333,70710,121476,102360,92529,79359,95901,82479,60990,51504,51876,57483,50397,49479,42912,48837,49836,24738,16875,16449,50073,20274,37401,28980,30786,25266,27891,27843,20856,50784,47745,12861,25914,29529,36129,41094,38379,30651,41916,56028,28518,18342,18588,17979,10455,8028,7767,7305,8031,7518,7527,6225,8844,8493,5643,4728,4476,7638,5028,5751,5136,5370,6003,5268,5064,4344,5052,5466,3648,4104,2712,3891,3387,3231,84,711,734,622,422,671,675,743,737,668,744,720,696,677,632,560,575,721,673,705,190,686,734,634,712,690,731,728,223,684,708,704,734,626,696,713
496,196,3140,3108,18668,9958,8.292307692,0.807040508,0.446661249,2018/07/16,2018/05/01,2021/07/31,Slickwater,5813.74,100.24,45053.6,776.79,58,2499.4,43.78,1380.58,45931,18.03,2.33,Sand,Sand,40/70,100.24,5813.74,0,5813.74,82553.33333,67926,118191,100641,135066,129420,108945,100461,87834,74787,73131,65136,57120,36636,42072,34671,43866,50316,54051,53970,50793,10857,15816,3168,9801,12684,16068,13758,8712,14724,31659,26307,19068,18894,19770,28635,28362,23506,54792,79128,42774,25974,23043,22404,17670,15027,16215,15135,12600,12732,10176,10974,11088,11607,11553,11382,10371,9291,5730,5376,4158,5505,2802,2961,1806,1038,1182,1431,1290,3288,2994,3030,2313,3795,84,720,726,744,279,744,720,743,741,672,744,720,717,718,744,706,674,744,716,744,185,677,668,694,744,720,736,677,196,744,705,735,739,511,724,713
516,204,3026,3007,17552,9606,0.541091898,1,0.437634429,2011/07/15,2011/07/01,2021/07/31,Water,2791.68,116.32,27756.17,1156.51,24,2261.27,98,2545.85,28064.97,12.27,1.23,Ceramic/Sand,Badger,40/70,32.31,775.37,210.46,2581.22,46227.16667,371415,42951,76191,69372,47115,48696,63045,64860,72321,65721,62751,59694,59694,54468,55476,43770,56883,50283,52299,66888,70284,67452,79047,91116,50826,41532,39189,39981,0,0,2838,24321,58047,72762,1044270,18798,203506,96282,10071,23991,16194,12945,11514,11589,10854,10962,9852,8796,7698,7566,6585,6267,6516,7962,5601,5985,0,6,0,0,0,0,0,0,0,0,0,192,0,3,1545,0,21,68,268,572,384,506,694,555,662,456,624,648,707,707,736,720,621,638,713,672,614,615,604,531,471,734,710,720,744,0,0,744,672,737,506,30,720
520,205,3068,3049,17060,9726,2.927561837,0.884568985,0.507985409,2014/01/01,2014/01/01,2021/07/31,Water: SLB-WideFrac (YF)/HiWAY,3393.55,121.2,17697.13,632.04,28,2214.12,81.07,1360.49,17697.15,7.99,1.53,Ceramic/Sand,HydroProp,40/80,15.16,424.5,424.5,2969.05,44304.58333,12,0,0,117447,100011,84915,84894,71424,68187,62418,10674,0,645,59394,0,47805,55389,48909,54159,59868,40152,20340,0,0,0,39255,39207,65751,0,0,0,57744,36633,33795,27498,22779,29741.5,14217,2451,29904,0,6,18,0,69,0,141,3,0,1626,9879,5205,7839,8865,9474,6156,7764,3618,0,0,0,0,9909,11064,12990,0,0,0,11745,10269,6975,5043,5421,200,100,1,456,692,699,729,695,688,629,278,0,744,251,427,522,702,645,670,568,72,2,0,0,0,180,50,142,0,0,0,138,706,515,712,685
523,206,2985,2966,17224,9926,4.570736434,0.616387093,0.529543178,2014/08/01,2014/08/01,2021/07/31,Water,3078,114,5311.5,196.72,27,2009.4,77.21,0,5311.5,2.64,1.53,Sand,Sand,40/70,98.63,2663,0,3078,80992.66667,53502,99159,68970,159330,148329,113925,127302,93816,89553,849,169248,111513,70812,51732,49509,57537,52911,58419,65550,52587,46215,47445,40155,0,34281,32919,38601,33312,30165,30219,27378,29271,28425,25767,24510,24492,26640.5,15252,15744,7644,0,6,10365,9855,10956,14061,208419,30162,13482,9591,5904,5061,5172,4044,4608,4221,3624,2958,2862,2544,0,2280,1866,2433,2226,2088,1842,1593,1911,1632,1404,1224,1263,744,720,744,240,728,605,651,708,646,3,394,433,532,700,567,710,734,482,668,707,711,714,703,0,716,711,502,692,708,736,651,730,713,737,716,740
525,207,2989,2979,16371,9756,9.940677966,0.609399107,0.529395755,2015/05/10,2015/05/01,2021/07/31,Water,2861.71,124.42,4615.72,200.68,23,1798.5,80.51,649.78,4615.72,2.57,1.59,Sand,Sand,40/70,124.42,2861.71,0,2861.71,56161.5,60009,0,0,115824,102609,88143,82974,88164,85797,78303,79878,71979,72897,66291,69924,35667,33639,37281,33363,30069,31053,30003,28902,28419,28347,28419,27996,29496,27177,26664,23448,21318,20937,21642,22038,22230,21935.5,14388,0,0,12696,9273,7674,8358,6135,5697,4785,3909,3795,3663,3489,3315,2517,1773,2337,2097,1899,1947,1827,1656,1521,1542,1179,1059,1566,1146,1095,1140,972,894,882,825,813,148,0,0,277,692,460,629,729,639,690,703,712,717,718,742,715,715,494,698,729,720,661,728,713,722,717,737,718,705,715,703,737,737,671,725,715
